Região,Temperatura,Umidade,Tipo de Solo,Inclinação,Chuva,Vibração,Risco,Nivel de Risco
B,35.36890516672824,64.82221303432662,Argiloso,Moderada,Chovendo,0.536461798129287,6.89427958492995,Alto
B,32.86065710268469,49.19184347935831,Arenoso,Moderada,Chovendo,0.704250803360219,4.843520616272027,Médio
B,33.503306886353734,46.97469071535124,Arenoso,Forte,Chovendo,0.7845749260586315,5.353368211535453,Médio
A,29.0973258276878,65.85600494283283,Arenoso,Moderada,Sem chuva,0.5042843231679727,3.071532944659916,Baixo
D,26.640778969908848,46.21591613790712,Argiloso,Leve,Chovendo,0.700402347859838,3.527437333469717,Médio
C,27.409964500308995,44.12136500816818,Rochoso,Leve,Chovendo,0.6660796451957766,1.9287708752878512,Baixo
B,29.967362543917865,54.03967381619823,Arenoso,Leve,Sem chuva,0.18727274919889408,1.1664904620180092,Baixo
B,29.030665429507653,43.85449468118844,Arenoso,Moderada,Sem chuva,0.5507879223734136,0.7384047015321823,Baixo
B,24.60024675837356,40.1374202403507,Argiloso,Moderada,Chovendo,0.27204410371471016,2.6271219783442383,Baixo
C,26.175730299484503,79.5960065318543,Argiloso,Moderada,Chovendo,0.45496585063372075,7.516607222188455,Alto
B,24.082771850357595,76.11677181382527,Argiloso,Leve,Sem chuva,0.4604700493669524,3.0798356447160735,Baixo
C,28.00265904493227,52.47726425952754,Argiloso,Forte,Sem chuva,0.8648752114306121,2.127967712351805,Baixo
D,23.977714700566622,52.76583560730237,Argiloso,Moderada,Sem chuva,0.6348781197142902,1.5457334098279438,Baixo
B,25.856847031090364,63.3589298885956,Argiloso,Leve,Sem chuva,0.537068288604916,2.187949782098346,Baixo
A,30.067096281555784,44.783358013895395,Arenoso,Forte,Sem chuva,0.7484678843814505,1.001086618572169,Baixo
C,18.521183106120056,77.03659627602238,Argiloso,Moderada,Chovendo,0.5479467404811387,6.879519228845855,Alto
D,25.399385366427275,62.52844859875188,Argiloso,Moderada,Sem chuva,0.3728280580412178,2.130036921397712,Baixo
D,29.018710619889994,52.91664460766408,Rochoso,Forte,Chovendo,0.7693134381653381,4.247179128496466,Médio
C,25.852579391446508,49.37109168061525,Argiloso,Forte,Chovendo,1.0566426634933306,4.756913548777512,Médio
D,31.561086639872336,53.52688244013072,Argiloso,Moderada,Sem chuva,0.6052872684891079,1.584023170075495,Baixo
B,24.586269546824525,57.023261870769595,Rochoso,Forte,Chovendo,0.6249550807230068,4.850434778981904,Médio
C,27.23210848057002,67.19973733275242,Argiloso,Forte,Sem chuva,0.15814450320692222,2.998613932180202,Baixo
C,33.46275797494041,72.60792723780017,Rochoso,Moderada,Sem chuva,0.41160522255823134,3.0991304878390538,Baixo
A,25.277360953445914,71.09695498744959,Argiloso,Moderada,Sem chuva,0.5451643932457486,4.0792926170097275,Médio
D,29.56070318394979,77.70056043215129,Rochoso,Leve,Chovendo,0.9471836991783021,6.542427268638723,Alto
C,28.842625860872268,62.321862035245545,Arenoso,Moderada,Sem chuva,0.4603470779592782,2.3309514962549724,Baixo
B,29.575124286274082,63.89620922667234,Arenoso,Leve,Sem chuva,0.8574024096801348,2.7996876013478484,Baixo
B,27.757826594264152,56.71579005255525,Rochoso,Leve,Sem chuva,0.578758074666036,1.8338743867706568,Baixo
B,30.765064366814084,52.04905066815256,Argiloso,Moderada,Sem chuva,0.4871219651999443,1.608344095552853,Baixo
A,28.684567337474093,70.25476416668886,Arenoso,Moderada,Sem chuva,0.7554806682386257,3.8370003131895625,Médio
A,26.586418254859595,71.65945179561264,Argiloso,Moderada,Chovendo,0.6598586043927674,7.080997272250895,Alto
D,28.87256521141695,66.11424181999632,Argiloso,Forte,Sem chuva,0.3706544919223354,3.4038933307029264,Médio
B,28.83079326674279,77.36888743804298,Rochoso,Forte,Chovendo,0.3979286789972647,7.092815127855877,Alto
C,24.826110817322586,52.068957775563334,Arenoso,Moderada,Sem chuva,0.45167806323584364,1.092823628041416,Baixo
A,28.507888071573685,44.762379898814764,Rochoso,Moderada,Sem chuva,0.21403385947833303,0.0,Baixo
A,27.134114903572318,42.138786201286145,Rochoso,Forte,Sem chuva,0.21191936879005774,0.0,Baixo
D,27.918858872778337,64.33789853821267,Argiloso,Forte,Sem chuva,0.8818230252373586,3.2886886022135395,Baixo
A,31.307830531501356,71.57050316323995,Argiloso,Forte,Chovendo,0.39983956519596003,7.637224936526994,Alto
B,25.464981944884666,54.12500374958758,Argiloso,Forte,Sem chuva,0.36351200147537654,1.2222018138527146,Baixo
B,27.88268085829031,69.47339687445299,Arenoso,Moderada,Sem chuva,0.5970158000713075,3.400775141719983,Médio
B,25.600980204087154,77.88501887070349,Argiloso,Moderada,Chovendo,0.39531637672215064,7.5278224153728,Alto
D,32.81286583464248,65.02174689555159,Argiloso,Moderada,Chovendo,1.0646885885676414,7.384665650319198,Alto
A,22.865519226638813,71.2343478741299,Argiloso,Forte,Sem chuva,0.8328561999070809,4.468080650264798,Médio
C,31.31827465514666,43.425371405543636,Argiloso,Moderada,Sem chuva,0.29437752882726065,0.2674625035560182,Baixo
C,33.00838397548827,76.06671564690552,Arenoso,Moderada,Chovendo,0.7192507734197008,8.048823321870472,Alto
C,27.12584027959365,47.08608311116006,Rochoso,Forte,Sem chuva,0.13980923206279838,0.16898807276367356,Baixo
D,25.40172767576561,57.853360141474795,Arenoso,Forte,Sem chuva,0.3706569248923365,2.6866592544703325,Baixo
C,32.64896920646817,52.43525727776903,Argiloso,Moderada,Chovendo,0.4637076126513429,4.415358814678066,Médio
C,26.479374823163887,62.78029611169458,Arenoso,Moderada,Chovendo,0.500312868282394,5.819248812040165,Alto
D,26.387914271796888,42.399536621281186,Argiloso,Leve,Chovendo,0.24379477352047638,2.6257339851732713,Baixo
D,30.19124620248146,78.6478845659993,Argiloso,Forte,Sem chuva,0.5815639361940635,4.785103318804023,Médio
A,26.14498379332864,46.73360183115791,Arenoso,Leve,Chovendo,0.7886540658002844,4.0518843083318545,Médio
A,18.749462884056477,69.48654996002152,Rochoso,Forte,Chovendo,0.5405553488221707,5.530891702394052,Alto
A,26.952597293417504,45.65911764662442,Argiloso,Leve,Sem chuva,0.6600371338759707,0.05704364928401762,Baixo
A,18.522726840298247,58.91126324146498,Rochoso,Forte,Sem chuva,0.6497318665358905,1.7953904497736652,Baixo
B,28.215919665334777,53.831798960439286,Arenoso,Forte,Chovendo,0.2945484970527342,4.912040651162943,Médio
C,22.72928889679006,53.41158501653345,Arenoso,Leve,Sem chuva,0.4916715594176145,0.8680561387507999,Baixo
C,31.977175606567517,73.68884357703064,Argiloso,Leve,Sem chuva,0.7572913897862893,3.6913373879736473,Médio
A,25.64768977641958,52.23075888044272,Arenoso,Moderada,Chovendo,0.28564723040431333,4.801364475976916,Médio
C,32.475560795052516,73.72543535345093,Rochoso,Moderada,Sem chuva,0.7918974895189711,3.4526250134122956,Médio
B,23.406945238572188,61.63162898780127,Argiloso,Moderada,Chovendo,0.9462886425497967,5.638543364928262,Alto
A,25.66634585590008,58.52953137927102,Argiloso,Leve,Sem chuva,0.43001044263358673,2.2316901807988003,Baixo
D,31.043798301731155,73.26957682469383,Arenoso,Forte,Chovendo,0.6853098850631614,7.433594846758142,Alto
A,31.65769850230918,68.67598906732458,Argiloso,Moderada,Sem chuva,1.0442936739616144,4.365664542774856,Médio
D,27.85240320888321,65.7666601791552,Rochoso,Forte,Sem chuva,0.30346687493878416,2.355193381609196,Baixo
B,22.47651865534673,76.56219577459026,Rochoso,Moderada,Sem chuva,0.20304830437591515,3.3060615549127004,Baixo
B,32.63499082207117,72.16125706604194,Argiloso,Forte,Sem chuva,0.42582752661590884,4.709300756067287,Médio
B,25.181997112617065,40.398544519642314,Argiloso,Leve,Sem chuva,0.6738798342873863,0.004707837335006931,Baixo
D,38.45292290403633,73.7751852857989,Arenoso,Moderada,Sem chuva,0.12440978363905623,3.245685486656622,Baixo
B,23.254115721551756,45.25501737959181,Arenoso,Forte,Chovendo,0.18717312546063028,3.0288646425469046,Baixo
A,20.409746374708583,75.77419565816491,Argiloso,Leve,Sem chuva,0.4798853943362209,3.322821568973181,Baixo
B,29.91453389480509,52.587455246748235,Argiloso,Forte,Sem chuva,0.5890846907694198,1.7646621138825662,Baixo
C,27.87334768229665,76.39278215599263,Argiloso,Forte,Sem chuva,0.6337253315333724,4.611041526307513,Médio
C,27.979783509009295,70.01258045613626,Arenoso,Leve,Sem chuva,0.4591614365441902,2.4812674120700837,Baixo
A,28.293695321561295,66.25789936474929,Argiloso,Leve,Chovendo,0.1962597626975364,4.4674581727424,Médio
C,29.57673808041729,56.61166446001723,Argiloso,Leve,Sem chuva,0.3952903563528903,0.731481849825567,Baixo
B,24.189939410420703,49.854336873803234,Arenoso,Moderada,Chovendo,0.8434837736407614,4.662906791209277,Médio
A,25.762758140371385,73.92431115284751,Rochoso,Moderada,Sem chuva,0.5543574187512531,2.9375636967332985,Baixo
C,28.803284888467136,42.881747530491204,Arenoso,Forte,Sem chuva,0.3628935929183758,0.0,Baixo
A,31.237408299396233,77.9571893244284,Argiloso,Moderada,Chovendo,0.2887447850399209,6.486994735265521,Alto
B,29.664170878798558,43.34850758236343,Argiloso,Leve,Sem chuva,0.6127578772847924,0.9964271619332734,Baixo
C,23.613941962732962,57.0033179348588,Argiloso,Forte,Sem chuva,0.4948442250969143,1.919796510202221,Baixo
D,26.475687928307106,43.36253907233551,Arenoso,Leve,Chovendo,0.760798942748525,3.1146750340445104,Baixo
A,28.52640389755308,63.744523990860884,Arenoso,Forte,Sem chuva,0.33961545732748766,2.7626911012181044,Baixo
D,23.958775418807207,42.752925125276114,Rochoso,Forte,Sem chuva,0.5806053463580777,0.0,Baixo
C,27.32817168234757,67.11976326380972,Rochoso,Moderada,Sem chuva,0.7197594716606881,3.0382883515642805,Baixo
C,30.541729929969748,57.32704414256119,Argiloso,Moderada,Chovendo,0.8809096008985481,4.988435044704998,Médio
B,30.106358765801904,67.18929508051903,Arenoso,Moderada,Sem chuva,0.604992139447917,3.426255272707263,Médio
B,27.987273701715665,50.33759120868624,Arenoso,Leve,Sem chuva,0.45076284391601074,0.541744229022042,Baixo
D,40.45026541203005,50.80952902942023,Rochoso,Forte,Chovendo,0.14508617201403648,3.95527003364643,Médio
D,30.527924134102665,69.93361658296239,Argiloso,Forte,Chovendo,0.3239230338841253,6.384621607285327,Alto
D,13.969593459540906,43.89144184687459,Rochoso,Moderada,Chovendo,0.5665754244661673,2.394500550536117,Baixo
A,28.234813139948308,59.389746026213615,Argiloso,Forte,Sem chuva,0.5784992705145742,2.3634002720473433,Baixo
D,34.218393621118224,76.59557962916371,Rochoso,Forte,Chovendo,0.2540724412626686,5.8872675809519635,Alto
D,33.13635625732357,76.25858564026345,Argiloso,Leve,Sem chuva,0.42095292267126994,2.953135141055835,Baixo
B,22.6276761231869,61.703598244605914,Rochoso,Forte,Sem chuva,0.4969698719754527,1.7557159119879608,Baixo
B,31.540278060319224,66.5965604931109,Arenoso,Leve,Chovendo,0.5718587284667144,7.4858480994624035,Alto
C,31.675959064900855,45.14002687007198,Arenoso,Moderada,Sem chuva,0.47182674685319786,0.33163716860077286,Baixo
D,30.85187411014199,47.779558274879456,Argiloso,Forte,Sem chuva,0.47031680357697736,0.9636302388439784,Baixo
C,19.81791173583545,50.338706937828746,Argiloso,Leve,Sem chuva,0.60947127945819,1.2897799506183398,Baixo
B,30.08137128782991,76.99629050588669,Rochoso,Forte,Sem chuva,0.48066061396574766,3.897783935906722,Médio
B,26.737979687811393,56.182568766424424,Rochoso,Moderada,Sem chuva,1.0149914671040945,2.3167417551545064,Baixo
A,23.85196369242189,46.24270142720724,Rochoso,Moderada,Chovendo,0.45044130358298756,2.740186097878011,Baixo
A,31.28703214370838,42.72613857688592,Arenoso,Moderada,Sem chuva,0.1143401031028294,0.0,Baixo
B,36.6266068860423,69.43626820734417,Arenoso,Moderada,Chovendo,0.4164184153275767,6.834553716303425,Alto
A,34.441045920468014,56.81846206384978,Argiloso,Leve,Sem chuva,0.5719711515447896,1.2377386680498277,Baixo
D,26.14982095587523,42.12793244546467,Arenoso,Forte,Sem chuva,0.35427056742319757,0.0,Baixo
C,29.35725311593351,58.38775614592279,Arenoso,Forte,Sem chuva,0.38950639501028234,1.7516249307204788,Baixo
D,24.334256670885154,66.69740218125271,Arenoso,Forte,Sem chuva,0.5403688835851616,3.2573839974631458,Baixo
C,22.631545259491762,56.832383854890026,Rochoso,Moderada,Chovendo,0.8382188937184145,4.2717063158077835,Médio
A,30.125621616401755,76.18540858023135,Argiloso,Forte,Sem chuva,0.47992472737116343,4.3288623058626,Médio
D,26.18963016304383,58.95961216378541,Argiloso,Forte,Chovendo,0.6162607657504369,6.261040299211739,Alto
C,29.28142653387023,40.27821155666226,Arenoso,Moderada,Sem chuva,0.4745109287621847,0.0,Baixo
A,26.101419250851233,68.64746704305844,Argiloso,Leve,Sem chuva,0.5748493775546109,2.67368994140855,Baixo
C,28.953743854268794,63.02281740745343,Rochoso,Moderada,Sem chuva,0.5661830788392396,2.3735787277546008,Baixo
A,27.046690445895294,79.40509984053885,Arenoso,Leve,Sem chuva,0.5204456730079327,4.676887453189179,Médio
A,27.50219376945301,47.78242824239731,Rochoso,Forte,Chovendo,0.7502608164658509,4.5325271962432865,Médio
C,31.119288357337872,54.95926800889549,Argiloso,Moderada,Sem chuva,0.37115796413793933,1.3165786088927751,Baixo
B,21.567403846353894,70.0309337890634,Rochoso,Leve,Sem chuva,0.19810653283205695,2.4652678382794044,Baixo
A,26.079790372748054,53.173367539114125,Rochoso,Moderada,Sem chuva,0.5804634268086024,1.5960766153933996,Baixo
D,17.843431955319645,40.41378565410005,Argiloso,Leve,Sem chuva,0.50330588219803,0.0,Baixo
C,30.26604301130657,71.16375560977761,Rochoso,Leve,Chovendo,0.7089172467393706,4.94472315684447,Médio
A,18.106694125691575,58.33385636125813,Argiloso,Forte,Sem chuva,0.3502539284524328,2.2594728431071758,Baixo
B,17.30933240656133,59.158174783336065,Arenoso,Moderada,Sem chuva,0.5952813102608233,2.4457757788464987,Baixo
D,25.64672074585314,68.73680926833566,Rochoso,Forte,Chovendo,0.5969412090794087,6.075847879535459,Alto
C,23.77656259345709,50.90473567603841,Arenoso,Forte,Chovendo,0.7607545580994161,4.811477403937063,Médio
A,20.446470973374666,67.03869589407142,Rochoso,Moderada,Chovendo,0.9426067098479418,5.613439210742306,Alto
D,31.050341900809592,78.81181191887894,Rochoso,Leve,Chovendo,0.3608220868299603,6.557930919849086,Alto
D,29.85332301353831,63.140149556340546,Arenoso,Leve,Chovendo,0.608213782908667,5.74874288451057,Alto
D,23.563549871287552,63.05369727528036,Arenoso,Leve,Sem chuva,0.820886965315036,2.695392867601125,Baixo
C,23.617294972366818,61.69580409583354,Argiloso,Forte,Sem chuva,0.3118211763831426,2.2827067894529773,Baixo
C,30.780309179598238,69.99901481250762,Argiloso,Moderada,Sem chuva,0.5310943236605882,3.918695381182291,Médio
C,30.071727336352325,67.55928988882096,Rochoso,Leve,Sem chuva,0.35195644724448977,2.4651249460541123,Baixo
A,27.141384144537568,45.63509730008398,Rochoso,Leve,Sem chuva,0.23835074525268157,0.2979058289218861,Baixo
D,23.766757105479304,58.354730004955854,Arenoso,Leve,Sem chuva,0.4988382878744507,2.1944980164563175,Baixo
C,21.43897770942756,78.14332425068906,Arenoso,Leve,Sem chuva,0.478455339190956,4.329646673940526,Médio
B,28.122667659619342,52.892224168535016,Argiloso,Forte,Sem chuva,0.5596485944060174,1.4509715447738223,Baixo
B,28.307923832169905,73.52157668228097,Argiloso,Moderada,Sem chuva,0.18442533326164884,3.3030374798984274,Baixo
A,26.101845448156098,70.46858320235759,Argiloso,Moderada,Sem chuva,0.8033649545456215,3.9319573919451773,Médio
A,21.651973182536288,42.83723364463311,Rochoso,Leve,Sem chuva,0.6380221928803687,0.0,Baixo
C,35.10523502882863,78.18129046407093,Arenoso,Forte,Sem chuva,0.5943765884393919,5.927135283338483,Alto
B,30.91200406036313,79.13214266833555,Arenoso,Moderada,Chovendo,0.6667842992313499,8.741899055050244,Alto
C,23.150686175243433,68.72030264106226,Rochoso,Forte,Sem chuva,0.8308030900640554,3.1595869016691074,Baixo
D,29.722328753925172,76.17740436088728,Rochoso,Moderada,Chovendo,0.23759897370799354,6.005740315336194,Alto
B,24.0165891647597,47.45634146990609,Argiloso,Leve,Chovendo,0.5481200017489029,3.3009318766165117,Baixo
C,32.011928763994334,48.16039670438807,Arenoso,Leve,Sem chuva,0.5085324499263945,0.9215107994286643,Baixo
C,28.990924748060834,54.56284258985012,Argiloso,Forte,Chovendo,0.9170572278833433,6.3695595367904385,Alto
B,28.118870664135386,60.46258927643051,Argiloso,Moderada,Sem chuva,1.0106321314039977,2.766833067255154,Baixo
A,33.23721774014621,41.07621236581242,Argiloso,Moderada,Sem chuva,0.42229062746506035,0.0,Baixo
D,21.501097870001388,61.71155712526404,Argiloso,Forte,Chovendo,0.6984566349646928,6.385918690308307,Alto
C,22.576079938169823,58.6305964828604,Argiloso,Moderada,Sem chuva,0.17039049358350375,1.4731029463908825,Baixo
A,32.53065802876363,47.52394348225923,Arenoso,Moderada,Sem chuva,0.7191312983036602,0.9313115584904806,Baixo
C,36.44330192323708,55.433801136380076,Argiloso,Leve,Chovendo,0.507867423736439,4.375578688640145,Médio
B,28.0076179454872,53.86221310475359,Arenoso,Moderada,Sem chuva,0.6434343824376485,1.7448840604591382,Baixo
C,31.030330859639946,59.74713809172295,Argiloso,Forte,Sem chuva,0.4910146624759459,2.4130277685823227,Baixo
C,29.210020038082366,62.184130517109466,Argiloso,Leve,Chovendo,0.7045579044635706,5.373006889175204,Médio
D,22.21051750701354,50.690205380432566,Rochoso,Leve,Chovendo,0.6165402725934137,3.1372008824982682,Baixo
B,29.65062284812588,76.25335269221097,Argiloso,Leve,Sem chuva,0.3584701618463522,3.963478758889517,Médio
B,25.19639746581305,62.678193861343054,Arenoso,Leve,Sem chuva,0.9439565380064464,3.2870475317873877,Baixo
D,27.10707124462399,41.54147240180676,Arenoso,Leve,Sem chuva,0.9035564016841744,0.15561169428905658,Baixo
A,34.94061458112988,48.56801069710851,Argiloso,Moderada,Sem chuva,0.4910851829033861,0.8945331624823634,Baixo
D,28.843917848120697,55.13080722273176,Arenoso,Leve,Chovendo,0.40540423053221636,4.494108650939762,Médio
B,37.39550203553099,71.84874674175973,Arenoso,Moderada,Chovendo,0.2703217346562726,6.433996440428646,Alto
C,25.146959950745412,77.89027005923708,Arenoso,Leve,Sem chuva,0.5806302330706489,4.602378329050145,Médio
A,25.093273364078865,51.9422063746337,Rochoso,Moderada,Sem chuva,0.9506537211570263,1.057286459626305,Baixo
A,26.267099526836386,51.27930453274125,Rochoso,Leve,Sem chuva,0.3432326986727258,0.2179366693703242,Baixo
B,20.09022683731508,79.01994315648969,Argiloso,Forte,Sem chuva,0.4900370925266272,4.053740987562554,Médio
B,27.47599835890639,74.42607882191135,Argiloso,Moderada,Sem chuva,0.416325687617603,4.001114119327376,Médio
D,29.22243260548007,57.56922355221595,Rochoso,Forte,Sem chuva,0.5903613653324382,1.9025758108614101,Baixo
D,23.894094212571325,75.47627301806361,Argiloso,Forte,Sem chuva,1.0459933901036413,5.794680029580485,Alto
B,31.30441600818622,47.965824484726426,Arenoso,Leve,Sem chuva,0.307586331953517,0.2902827253247173,Baixo
A,25.17606004511165,62.86133961779939,Argiloso,Leve,Chovendo,0.48297399259349333,5.091609301691223,Médio
B,24.352338074536352,58.94058645441079,Argiloso,Moderada,Sem chuva,0.5831465308064763,2.268165115786621,Baixo
A,26.911124119307658,78.83239978432162,Argiloso,Moderada,Chovendo,0.6554378812672725,7.560455208676108,Alto
B,29.13177786636085,57.37177872141338,Arenoso,Moderada,Sem chuva,0.22325531636433454,1.8485442591226842,Baixo
A,26.099083384543448,41.28890247888177,Rochoso,Forte,Chovendo,0.5570888905040942,3.047520967319059,Baixo
C,20.39112357487491,78.79441754796602,Argiloso,Leve,Sem chuva,0.7055706990586064,3.8637886071110543,Médio
D,21.237721137867275,61.490384031578955,Argiloso,Moderada,Sem chuva,0.3134946621527983,1.669181282272928,Baixo
